suburb,postcode,suburb_postcode,state_long,zone
Darlington,6070,DARLINGTON 6070,Western Australia,Perth
Glen Forrest,6071,GLEN FORREST 6071,Western Australia,Perth
Hovea,6071,HOVEA 6071,Western Australia,Perth
Mahogany Creek,6072,MAHOGANY CREEK 6072,Western Australia,Perth
Mundaring,6073,MUNDARING 6073,Western Australia,Perth
Sawyers Valley,6074,SAWYERS VALLEY 6074,Western Australia,Perth
Bickley,6076,BICKLEY 6076,Western Australia,Perth
Carmel,6076,CARMEL 6076,Western Australia,Perth
Gooseberry Hill,6076,GOOSEBERRY HILL 6076,Western Australia,Perth
Hacketts Gully,6076,HACKETTS GULLY 6076,Western Australia,Perth
Kalamunda,6076,KALAMUNDA 6076,Western Australia,Perth
Lesmurdie,6076,LESMURDIE 6076,Western Australia,Perth
Paulls Valley,6076,PAULLS VALLEY 6076,Western Australia,Perth
Pickering Brook,6076,PICKERING BROOK 6076,Western Australia,Perth
Piesse Brook,6076,PIESSE BROOK 6076,Western Australia,Perth
Reservoir,6076,RESERVOIR 6076,Western Australia,Perth
Walliston,6076,WALLISTON 6076,Western Australia,Perth
Gnangara,6077,GNANGARA 6077,Western Australia,Perth
Jandabup,6077,JANDABUP 6077,Western Australia,Perth
Mariginiup,6078,MARIGINIUP 6078,Western Australia,Perth
Pinjar,6078,PINJAR 6078,Western Australia,Perth
Lexia,6079,LEXIA 6079,Western Australia,Perth
Melaleuca,6079,MELALEUCA 6079,Western Australia,Perth
Parkerville,6081,PARKERVILLE 6081,Western Australia,Perth
Stoneville,6081,STONEVILLE 6081,Western Australia,Perth
Mount Helena,6082,MOUNT HELENA 6082,Western Australia,Perth
Avon Valley National Park,6084,AVON VALLEY NATIONAL PARK 6084,Western Australia,Perth
Bullsbrook,6084,BULLSBROOK 6084,Western Australia,Perth
Chittering,6084,CHITTERING 6084,Western Australia,Perth
Lower Chittering,6084,LOWER CHITTERING 6084,Western Australia,Perth
Walyunga National Park,6084,WALYUNGA NATIONAL PARK 6084,Western Australia,Perth
Malaga,6090,MALAGA 6090,Western Australia,Perth
Burswood,6100,BURSWOOD 6100,Western Australia,Perth
Lathlain,6100,LATHLAIN 6100,Western Australia,Perth
Victoria Park,6100,VICTORIA PARK 6100,Western Australia,Perth
Carlisle,6101,CARLISLE 6101,Western Australia,Perth
Carlisle North,6101,CARLISLE NORTH 6101,Western Australia,Perth
Carlisle South,6101,CARLISLE SOUTH 6101,Western Australia,Perth
East Victoria Park,6101,EAST VICTORIA PARK 6101,Western Australia,Perth
Bentley,6102,BENTLEY 6102,Western Australia,Perth
Bentley DC,6102,BENTLEY DC 6102,Western Australia,Perth
Bentley South,6102,BENTLEY SOUTH 6102,Western Australia,Perth
St James,6102,ST JAMES 6102,Western Australia,Perth
Rivervale,6103,RIVERVALE 6103,Western Australia,Perth
Ascot,6104,ASCOT 6104,Western Australia,Perth
Belmont,6104,BELMONT 6104,Western Australia,Perth
Redcliffe,6104,REDCLIFFE 6104,Western Australia,Perth
Cloverdale,6105,CLOVERDALE 6105,Western Australia,Perth
Kewdale,6105,KEWDALE 6105,Western Australia,Perth
Perth Airport,6105,PERTH AIRPORT 6105,Western Australia,Perth
Welshpool,6106,WELSHPOOL 6106,Western Australia,Perth
Beckenham,6107,BECKENHAM 6107,Western Australia,Perth
Cannington,6107,CANNINGTON 6107,Western Australia,Perth
East Cannington,6107,EAST CANNINGTON 6107,Western Australia,Perth
Kenwick,6107,KENWICK 6107,Western Australia,Perth
Queens Park,6107,QUEENS PARK 6107,Western Australia,Perth
Wattle Grove,6107,WATTLE GROVE 6107,Western Australia,Perth
Wilson,6107,WILSON 6107,Western Australia,Perth
Thornlie,6108,THORNLIE 6108,Western Australia,Perth
Maddington,6109,MADDINGTON 6109,Western Australia,Perth
Orange Grove,6109,ORANGE GROVE 6109,Western Australia,Perth
Gosnells,6110,GOSNELLS 6110,Western Australia,Perth
Huntingdale,6110,HUNTINGDALE 6110,Western Australia,Perth
Martin,6110,MARTIN 6110,Western Australia,Perth
Southern River,6110,SOUTHERN RIVER 6110,Western Australia,Perth
Ashendon,6111,ASHENDON 6111,Western Australia,Perth
Camillo,6111,CAMILLO 6111,Western Australia,Perth
Canning Mills,6111,CANNING MILLS 6111,Western Australia,Perth
Champion Lakes,6111,CHAMPION LAKES 6111,Western Australia,Perth
Karragullen,6111,KARRAGULLEN 6111,Western Australia,Perth
Kelmscott,6111,KELMSCOTT 6111,Western Australia,Perth
Kelmscott DC,6111,KELMSCOTT DC 6111,Western Australia,Perth
Lesley,6111,LESLEY 6111,Western Australia,Perth
Roleystone,6111,ROLEYSTONE 6111,Western Australia,Perth
Westfield,6111,WESTFIELD 6111,Western Australia,Perth
Armadale,6112,ARMADALE 6112,Western Australia,Perth
Bedfordale,6112,BEDFORDALE 6112,Western Australia,Perth
Brookdale,6112,BROOKDALE 6112,Western Australia,Perth
Forrestdale,6112,FORRESTDALE 6112,Western Australia,Perth
Harrisdale,6112,HARRISDALE 6112,Western Australia,Perth
Haynes,6112,HAYNES 6112,Western Australia,Perth
Hilbert,6112,HILBERT 6112,Western Australia,Perth
Mount Nasura,6112,MOUNT NASURA 6112,Western Australia,Perth
Mount Richon,6112,MOUNT RICHON 6112,Western Australia,Perth
Piara Waters,6112,PIARA WATERS 6112,Western Australia,Perth
Seville Grove,6112,SEVILLE GROVE 6112,Western Australia,Perth
Wungong,6112,WUNGONG 6112,Western Australia,Perth
Oakford,6121,OAKFORD 6121,Western Australia,Perth
Oldbury,6121,OLDBURY 6121,Western Australia,Perth
Byford,6122,BYFORD 6122,Western Australia,Perth
Cardup,6122,CARDUP 6122,Western Australia,Perth
Darling Downs,6122,DARLING DOWNS 6122,Western Australia,Perth
Karrakup,6122,KARRAKUP 6122,Western Australia,Perth
Langford,6147,LANGFORD 6147,Western Australia,Perth
Lynwood,6147,LYNWOOD 6147,Western Australia,Perth
Parkwood,6147,PARKWOOD 6147,Western Australia,Perth
Ferndale,6148,FERNDALE 6148,Western Australia,Perth
Riverton,6148,RIVERTON 6148,Western Australia,Perth
Rossmoyne,6148,ROSSMOYNE 6148,Western Australia,Perth
Shelley,6148,SHELLEY 6148,Western Australia,Perth
Bull Creek,6149,BULL CREEK 6149,Western Australia,Perth
Leeming,6149,LEEMING 6149,Western Australia,Perth
Bateman,6150,BATEMAN 6150,Western Australia,Perth
Murdoch,6150,MURDOCH 6150,Western Australia,Perth
Winthrop,6150,WINTHROP 6150,Western Australia,Perth
Kensington,6151,KENSINGTON 6151,Western Australia,Perth
South Perth,6151,SOUTH PERTH 6151,Western Australia,Perth
South Perth Angelo St,6151,SOUTH PERTH ANGELO ST 6151,Western Australia,Perth
Como,6152,COMO 6152,Western Australia,Perth
Karawara,6152,KARAWARA 6152,Western Australia,Perth
Manning,6152,MANNING 6152,Western Australia,Perth
Salter Point,6152,SALTER POINT 6152,Western Australia,Perth
Waterford,6152,WATERFORD 6152,Western Australia,Perth
Applecross,6153,APPLECROSS 6153,Western Australia,Perth
Applecross North,6153,APPLECROSS NORTH 6153,Western Australia,Perth
Ardross,6153,ARDROSS 6153,Western Australia,Perth
Brentwood,6153,BRENTWOOD 6153,Western Australia,Perth
Canning Bridge Applecross,6153,CANNING BRIDGE APPLECROSS 6153,Western Australia,Perth
Mount Pleasant,6153,MOUNT PLEASANT 6153,Western Australia,Perth
Alfred Cove,6154,ALFRED COVE 6154,Western Australia,Perth
Booragoon,6154,BOORAGOON 6154,Western Australia,Perth
Myaree,6154,MYAREE 6154,Western Australia,Perth
Canning Vale,6155,CANNING VALE 6155,Western Australia,Perth
Canning Vale DC,6155,CANNING VALE DC 6155,Western Australia,Perth
Canning Vale East,6155,CANNING VALE EAST 6155,Western Australia,Perth
Canning Vale South,6155,CANNING VALE SOUTH 6155,Western Australia,Perth
Willetton,6155,WILLETTON 6155,Western Australia,Perth
Attadale,6156,ATTADALE 6156,Western Australia,Perth
Melville,6156,MELVILLE 6156,Western Australia,Perth
Willagee,6156,WILLAGEE 6156,Western Australia,Perth
Willagee Central,6156,WILLAGEE CENTRAL 6156,Western Australia,Perth
Bicton,6157,BICTON 6157,Western Australia,Perth
Palmyra,6157,PALMYRA 6157,Western Australia,Perth
Palmyra DC,6157,PALMYRA DC 6157,Western Australia,Perth
East Fremantle,6158,EAST FREMANTLE 6158,Western Australia,Perth
North Fremantle,6159,NORTH FREMANTLE 6159,Western Australia,Perth
Fremantle,6160,FREMANTLE 6160,Western Australia,Perth
Beaconsfield,6162,BEACONSFIELD 6162,Western Australia,Perth
South Fremantle,6162,SOUTH FREMANTLE 6162,Western Australia,Perth
White Gum Valley,6162,WHITE GUM VALLEY 6162,Western Australia,Perth
Bibra Lake,6163,BIBRA LAKE 6163,Western Australia,Perth
Bibra Lake DC,6163,BIBRA LAKE DC 6163,Western Australia,Perth
Coolbellup,6163,COOLBELLUP 6163,Western Australia,Perth
Hamilton Hill,6163,HAMILTON HILL 6163,Western Australia,Perth
Hilton,6163,HILTON 6163,Western Australia,Perth
Kardinya,6163,KARDINYA 6163,Western Australia,Perth
North Coogee,6163,NORTH COOGEE 6163,Western Australia,Perth
North Lake,6163,NORTH LAKE 6163,Western Australia,Perth
O'Connor,6163,O'CONNOR 6163,Western Australia,Perth
Samson,6163,SAMSON 6163,Western Australia,Perth
Spearwood,6163,SPEARWOOD 6163,Western Australia,Perth
Atwell,6164,ATWELL 6164,Western Australia,Perth
Aubin Grove,6164,AUBIN GROVE 6164,Western Australia,Perth
Banjup,6164,BANJUP 6164,Western Australia,Perth
Beeliar,6164,BEELIAR 6164,Western Australia,Perth
Cockburn Central,6164,COCKBURN CENTRAL 6164,Western Australia,Perth
Hammond Park,6164,HAMMOND PARK 6164,Western Australia,Perth
Jandakot,6164,JANDAKOT 6164,Western Australia,Perth
South Lake,6164,SOUTH LAKE 6164,Western Australia,Perth
Success,6164,SUCCESS 6164,Western Australia,Perth
Yangebup,6164,YANGEBUP 6164,Western Australia,Perth
Hope Valley,6165,HOPE VALLEY 6165,Western Australia,Perth
Naval Base,6165,NAVAL BASE 6165,Western Australia,Perth
Coogee,6166,COOGEE 6166,Western Australia,Perth
Henderson,6166,HENDERSON 6166,Western Australia,Perth
Munster,6166,MUNSTER 6166,Western Australia,Perth
Wattleup,6166,WATTLEUP 6166,Western Australia,Perth
Anketell,6167,ANKETELL 6167,Western Australia,Perth
Bertram,6167,BERTRAM 6167,Western Australia,Perth
Calista,6167,CALISTA 6167,Western Australia,Perth
Casuarina,6167,CASUARINA 6167,Western Australia,Perth
Kwinana Beach,6167,KWINANA BEACH 6167,Western Australia,Perth
Kwinana Town Centre,6167,KWINANA TOWN CENTRE 6167,Western Australia,Perth
Mandogalup,6167,MANDOGALUP 6167,Western Australia,Perth
Medina,6167,MEDINA 6167,Western Australia,Perth
Orelia,6167,ORELIA 6167,Western Australia,Perth
Parmelia,6167,PARMELIA 6167,Western Australia,Perth
Postans,6167,POSTANS 6167,Western Australia,Perth
The Spectacles,6167,THE SPECTACLES 6167,Western Australia,Perth
Wandi,6167,WANDI 6167,Western Australia,Perth
Cooloongup,6168,COOLOONGUP 6168,Western Australia,Perth
East Rockingham,6168,EAST ROCKINGHAM 6168,Western Australia,Perth
Garden Island,6168,GARDEN ISLAND 6168,Western Australia,Perth
Hillman,6168,HILLMAN 6168,Western Australia,Perth
Peron,6168,PERON 6168,Western Australia,Perth
Rockingham,6168,ROCKINGHAM 6168,Western Australia,Perth
Rockingham Beach,6168,ROCKINGHAM BEACH 6168,Western Australia,Perth
Rockingham DC,6168,ROCKINGHAM DC 6168,Western Australia,Perth
Safety Bay,6169,SAFETY BAY 6169,Western Australia,Perth
Shoalwater,6169,SHOALWATER 6169,Western Australia,Perth
Waikiki,6169,WAIKIKI 6169,Western Australia,Perth
Warnbro,6169,WARNBRO 6169,Western Australia,Perth
Leda,6170,LEDA 6170,Western Australia,Perth
Wellard,6170,WELLARD 6170,Western Australia,Perth
Baldivis,6171,BALDIVIS 6171,Western Australia,Perth
Port Kennedy,6172,PORT KENNEDY 6172,Western Australia,Perth
Secret Harbour,6173,SECRET HARBOUR 6173,Western Australia,Perth
Golden Bay,6174,GOLDEN BAY 6174,Western Australia,Perth
Singleton,6175,SINGLETON 6175,Western Australia,Perth
Karnup,6176,KARNUP 6176,Western Australia,Perth
Lakelands,6180,LAKELANDS 6180,Western Australia,Perth
Parklands,6180,PARKLANDS 6180,Western Australia,Perth
Stake Hill,6181,STAKE HILL 6181,Western Australia,Perth
Keralup,6182,KERALUP 6182,Western Australia,Perth
North Yunderup,6208,NORTH YUNDERUP 6208,Western Australia,Perth
Pinjarra,6208,PINJARRA 6208,Western Australia,Perth
Ravenswood,6208,RAVENSWOOD 6208,Western Australia,Perth
Barragup,6209,BARRAGUP 6209,Western Australia,Perth
Furnissdale,6209,FURNISSDALE 6209,Western Australia,Perth
Coodanup,6210,COODANUP 6210,Western Australia,Perth
Dudley Park,6210,DUDLEY PARK 6210,Western Australia,Perth
Erskine,6210,ERSKINE 6210,Western Australia,Perth
Falcon,6210,FALCON 6210,Western Australia,Perth
Greenfields,6210,GREENFIELDS 6210,Western Australia,Perth
Halls Head,6210,HALLS HEAD 6210,Western Australia,Perth
Madora Bay,6210,MADORA BAY 6210,Western Australia,Perth
Mandurah,6210,MANDURAH 6210,Western Australia,Perth
Mandurah DC,6210,MANDURAH DC 6210,Western Australia,Perth
Mandurah East,6210,MANDURAH EAST 6210,Western Australia,Perth
Mandurah North,6210,MANDURAH NORTH 6210,Western Australia,Perth
Meadow Springs,6210,MEADOW SPRINGS 6210,Western Australia,Perth
San Remo,6210,SAN REMO 6210,Western Australia,Perth
Silver Sands,6210,SILVER SANDS 6210,Western Australia,Perth
Wannanup,6210,WANNANUP 6210,Western Australia,Perth
Herron,6211,HERRON 6211,Western Australia,Perth
Muchea,6501,MUCHEA 6501,Western Australia,Perth
Bindoon,6502,BINDOON 6502,Western Australia,Perth
Bindoon Training Area,6502,BINDOON TRAINING AREA 6502,Western Australia,Perth
Bambun,6503,BAMBUN 6503,Western Australia,Perth
Beermullah,6503,BEERMULLAH 6503,Western Australia,Perth
Boonanarring,6503,BOONANARRING 6503,Western Australia,Perth
Breera,6503,BREERA 6503,Western Australia,Perth
Coonabidgee,6503,COONABIDGEE 6503,Western Australia,Perth
Cowalla,6503,COWALLA 6503,Western Australia,Perth
Cullalla,6503,CULLALLA 6503,Western Australia,Perth
Gingin,6503,GINGIN 6503,Western Australia,Perth
Ginginup,6503,GINGINUP 6503,Western Australia,Perth
Granville,6503,GRANVILLE 6503,Western Australia,Perth
Lennard Brook,6503,LENNARD BROOK 6503,Western Australia,Perth
Mindarra,6503,MINDARRA 6503,Western Australia,Perth
Moondah,6503,MOONDAH 6503,Western Australia,Perth
Moore River National Park,6503,MOORE RIVER NATIONAL PARK 6503,Western Australia,Perth
Muckenburra,6503,MUCKENBURRA 6503,Western Australia,Perth
Neergabby,6503,NEERGABBY 6503,Western Australia,Perth
Orange Springs,6503,ORANGE SPRINGS 6503,Western Australia,Perth
Red Gully,6503,RED GULLY 6503,Western Australia,Perth
Wanerie,6503,WANERIE 6503,Western Australia,Perth
Yeal,6503,YEAL 6503,Western Australia,Perth
Glebe,7000,GLEBE 7000,Tasmania,Hobart
Hobart,7000,HOBART 7000,Tasmania,Hobart
Mount Stuart,7000,MOUNT STUART 7000,Tasmania,Hobart
North Hobart,7000,NORTH HOBART 7000,Tasmania,Hobart
Queens Domain,7000,QUEENS DOMAIN 7000,Tasmania,Hobart
West Hobart,7000,WEST HOBART 7000,Tasmania,Hobart
North Hobart,7002,NORTH HOBART 7002,Tasmania,Hobart
Battery Point,7004,BATTERY POINT 7004,Tasmania,Hobart
South Hobart,7004,SOUTH HOBART 7004,Tasmania,Hobart
Dynnyrne,7005,DYNNYRNE 7005,Tasmania,Hobart
Lower Sandy Bay,7005,LOWER SANDY BAY 7005,Tasmania,Hobart
Sandy Bay,7005,SANDY BAY 7005,Tasmania,Hobart
University Of Tasmania,7005,UNIVERSITY OF TASMANIA 7005,Tasmania,Hobart
Sandy Bay,7006,SANDY BAY 7006,Tasmania,Hobart
Mount Nelson,7007,MOUNT NELSON 7007,Tasmania,Hobart
Tolmans Hill,7007,TOLMANS HILL 7007,Tasmania,Hobart
Lenah Valley,7008,LENAH VALLEY 7008,Tasmania,Hobart
New Town,7008,NEW TOWN 7008,Tasmania,Hobart
Derwent Park,7009,DERWENT PARK 7009,Tasmania,Hobart
Lutana,7009,LUTANA 7009,Tasmania,Hobart
Moonah,7009,MOONAH 7009,Tasmania,Hobart
West Moonah,7009,WEST MOONAH 7009,Tasmania,Hobart
Dowsing Point,7010,DOWSING POINT 7010,Tasmania,Hobart
Glenorchy,7010,GLENORCHY 7010,Tasmania,Hobart
Goodwood,7010,GOODWOOD 7010,Tasmania,Hobart
Montrose,7010,MONTROSE 7010,Tasmania,Hobart
Rosetta,7010,ROSETTA 7010,Tasmania,Hobart
Austins Ferry,7011,AUSTINS FERRY 7011,Tasmania,Hobart
Berriedale,7011,BERRIEDALE 7011,Tasmania,Hobart
Chigwell,7011,CHIGWELL 7011,Tasmania,Hobart
Claremont,7011,CLAREMONT 7011,Tasmania,Hobart
Geilston Bay,7015,GEILSTON BAY 7015,Tasmania,Hobart
Lindisfarne,7015,LINDISFARNE 7015,Tasmania,Hobart
Rose Bay,7015,ROSE BAY 7015,Tasmania,Hobart
Risdon Vale,7016,RISDON VALE 7016,Tasmania,Hobart
Honeywood,7017,HONEYWOOD 7017,Tasmania,Hobart
Old Beach,7017,OLD BEACH 7017,Tasmania,Hobart
Otago,7017,OTAGO 7017,Tasmania,Hobart
Risdon,7017,RISDON 7017,Tasmania,Hobart
Bellerive,7018,BELLERIVE 7018,Tasmania,Hobart
Howrah,7018,HOWRAH 7018,Tasmania,Hobart
Montagu Bay,7018,MONTAGU BAY 7018,Tasmania,Hobart
Mornington,7018,MORNINGTON 7018,Tasmania,Hobart
Rosny,7018,ROSNY 7018,Tasmania,Hobart
Rosny Park,7018,ROSNY PARK 7018,Tasmania,Hobart
Tranmere,7018,TRANMERE 7018,Tasmania,Hobart
Warrane,7018,WARRANE 7018,Tasmania,Hobart
Clarendon Vale,7019,CLARENDON VALE 7019,Tasmania,Hobart
Oakdowns,7019,OAKDOWNS 7019,Tasmania,Hobart
Rokeby,7019,ROKEBY 7019,Tasmania,Hobart
Lauderdale,7021,LAUDERDALE 7021,Tasmania,Hobart
Richmond,7025,RICHMOND 7025,Tasmania,Hobart
Bridgewater,7030,BRIDGEWATER 7030,Tasmania,Hobart
Brighton,7030,BRIGHTON 7030,Tasmania,Hobart
Gagebrook,7030,GAGEBROOK 7030,Tasmania,Hobart
Granton,7030,GRANTON 7030,Tasmania,Hobart
Kingston,7050,KINGSTON 7050,Tasmania,Hobart
Kingston Beach,7050,KINGSTON BEACH 7050,Tasmania,Hobart
Kingston,7051,KINGSTON 7051,Tasmania,Hobart
Blackmans Bay,7052,BLACKMANS BAY 7052,Tasmania,Hobart
Bonnet Hill,7053,BONNET HILL 7053,Tasmania,Hobart
Taroona,7053,TAROONA 7053,Tasmania,Hobart
Howden,7054,HOWDEN 7054,Tasmania,Hobart
Leslie Vale,7054,LESLIE VALE 7054,Tasmania,Hobart
Margate,7054,MARGATE 7054,Tasmania,Hobart
Huntingfield,7055,HUNTINGFIELD 7055,Tasmania,Hobart
Huonville,7109,HUONVILLE 7109,Tasmania,Hobart
New Norfolk,7140,NEW NORFOLK 7140,Tasmania,Hobart
Acton Park,7170,ACTON PARK 7170,Tasmania,Hobart
Cambridge,7170,CAMBRIDGE 7170,Tasmania,Hobart
Mount Rumney,7170,MOUNT RUMNEY 7170,Tasmania,Hobart
Roches Beach,7170,ROCHES BEACH 7170,Tasmania,Hobart
Seven Mile Beach,7170,SEVEN MILE BEACH 7170,Tasmania,Hobart
Midway Point,7171,MIDWAY POINT 7171,Tasmania,Hobart
Penna,7171,PENNA 7171,Tasmania,Hobart
Sorell,7172,SORELL 7172,Tasmania,Hobart
Evandale,7212,EVANDALE 7212,Tasmania,Launceston
Western Junction,7212,WESTERN JUNCTION 7212,Tasmania,Launceston
Invermay,7248,INVERMAY 7248,Tasmania,Launceston
Mayfield,7248,MAYFIELD 7248,Tasmania,Launceston
Mowbray,7248,MOWBRAY 7248,Tasmania,Launceston
Newnham,7248,NEWNHAM 7248,Tasmania,Launceston
Rocherlea,7248,ROCHERLEA 7248,Tasmania,Launceston
Kings Meadows,7249,KINGS MEADOWS 7249,Tasmania,Launceston
Punchbowl,7249,PUNCHBOWL 7249,Tasmania,Launceston
South Launceston,7249,SOUTH LAUNCESTON 7249,Tasmania,Launceston
Youngtown,7249,YOUNGTOWN 7249,Tasmania,Launceston
Blackstone Heights,7250,BLACKSTONE HEIGHTS 7250,Tasmania,Launceston
East Launceston,7250,EAST LAUNCESTON 7250,Tasmania,Launceston
Launceston,7250,LAUNCESTON 7250,Tasmania,Launceston
Newstead,7250,NEWSTEAD 7250,Tasmania,Launceston
Norwood,7250,NORWOOD 7250,Tasmania,Launceston
Prospect,7250,PROSPECT 7250,Tasmania,Launceston
Prospect Vale,7250,PROSPECT VALE 7250,Tasmania,Launceston
Ravenswood,7250,RAVENSWOOD 7250,Tasmania,Launceston
Riverside,7250,RIVERSIDE 7250,Tasmania,Launceston
St Leonards,7250,ST LEONARDS 7250,Tasmania,Launceston
Summerhill,7250,SUMMERHILL 7250,Tasmania,Launceston
Travellers Rest,7250,TRAVELLERS REST 7250,Tasmania,Launceston
Trevallyn,7250,TREVALLYN 7250,Tasmania,Launceston
Waverley,7250,WAVERLEY 7250,Tasmania,Launceston
West Launceston,7250,WEST LAUNCESTON 7250,Tasmania,Launceston
Dilston,7252,DILSTON 7252,Tasmania,Launceston
Hillwood,7252,HILLWOOD 7252,Tasmania,Launceston
Lefroy,7252,LEFROY 7252,Tasmania,Launceston
Swan Bay,7252,SWAN BAY 7252,Tasmania,Launceston
Windermere,7252,WINDERMERE 7252,Tasmania,Launceston
Bell Bay,7253,BELL BAY 7253,Tasmania,Launceston
George Town,7253,GEORGE TOWN 7253,Tasmania,Launceston
Long Reach,7253,LONG REACH 7253,Tasmania,Launceston
Low Head,7253,LOW HEAD 7253,Tasmania,Launceston
Golconda,7254,GOLCONDA 7254,Tasmania,Launceston
Lebrina,7254,LEBRINA 7254,Tasmania,Launceston
Pipers Brook,7254,PIPERS BROOK 7254,Tasmania,Launceston
