suburb,postcode,suburb_postcode,state_long,zone
Blackfellows Caves,5291,BLACKFELLOWS CAVES 5291,South Australia,Remote
Burrungule,5291,BURRUNGULE 5291,South Australia,Remote
Cape Douglas,5291,CAPE DOUGLAS 5291,South Australia,Remote
Caroline,5291,CAROLINE 5291,South Australia,Remote
Carpenter Rocks,5291,CARPENTER ROCKS 5291,South Australia,Remote
Caveton,5291,CAVETON 5291,South Australia,Remote
Compton,5291,COMPTON 5291,South Australia,Remote
Dismal Swamp,5291,DISMAL SWAMP 5291,South Australia,Remote
Donovans,5291,DONOVANS 5291,South Australia,Remote
Eight Mile Creek,5291,EIGHT MILE CREEK 5291,South Australia,Remote
German Creek,5291,GERMAN CREEK 5291,South Australia,Remote
Glenburnie,5291,GLENBURNIE 5291,South Australia,Remote
Glencoe,5291,GLENCOE 5291,South Australia,Remote
Glencoe West,5291,GLENCOE WEST 5291,South Australia,Remote
Kongorong,5291,KONGORONG 5291,South Australia,Remote
Mil-Lel,5291,MIL-LEL 5291,South Australia,Remote
Mingbool,5291,MINGBOOL 5291,South Australia,Remote
Moorak,5291,MOORAK 5291,South Australia,Remote
Mount Gambier,5291,MOUNT GAMBIER 5291,South Australia,Remote
Mount Gambier East,5291,MOUNT GAMBIER EAST 5291,South Australia,Remote
Mount Gambier West,5291,MOUNT GAMBIER WEST 5291,South Australia,Remote
Mount Schank,5291,MOUNT SCHANK 5291,South Australia,Remote
Nene Valley,5291,NENE VALLEY 5291,South Australia,Remote
Ob Flat,5291,OB FLAT 5291,South Australia,Remote
Pelican Point,5291,PELICAN POINT 5291,South Australia,Remote
Port Macdonnell,5291,PORT MACDONNELL 5291,South Australia,Remote
Racecourse Bay,5291,RACECOURSE BAY 5291,South Australia,Remote
Square Mile,5291,SQUARE MILE 5291,South Australia,Remote
Suttontown,5291,SUTTONTOWN 5291,South Australia,Remote
Wandilo,5291,WANDILO 5291,South Australia,Remote
Worrolong,5291,WORROLONG 5291,South Australia,Remote
Wye,5291,WYE 5291,South Australia,Remote
Yahl,5291,YAHL 5291,South Australia,Remote
Carcuma,5301,CARCUMA 5301,South Australia,Remote
Geranium,5301,GERANIUM 5301,South Australia,Remote
Jabuk,5301,JABUK 5301,South Australia,Remote
Moorlands,5301,MOORLANDS 5301,South Australia,Remote
Netherton,5301,NETHERTON 5301,South Australia,Remote
Parrakie,5301,PARRAKIE 5301,South Australia,Remote
Peake,5301,PEAKE 5301,South Australia,Remote
Sherlock,5301,SHERLOCK 5301,South Australia,Remote
Wilkawatt,5301,WILKAWATT 5301,South Australia,Remote
Lameroo,5302,LAMEROO 5302,South Australia,Remote
Ngarkat,5302,NGARKAT 5302,South Australia,Remote
Parilla,5303,PARILLA 5303,South Australia,Remote
Karte,5304,KARTE 5304,South Australia,Remote
Kringin,5304,KRINGIN 5304,South Australia,Remote
Peebinga,5304,PEEBINGA 5304,South Australia,Remote
Pinnaroo,5304,PINNAROO 5304,South Australia,Remote
Wynarka,5306,WYNARKA 5306,South Australia,Remote
Karoonda,5307,KAROONDA 5307,South Australia,Remote
Marama,5307,MARAMA 5307,South Australia,Remote
Copeville,5308,COPEVILLE 5308,South Australia,Remote
Galga,5308,GALGA 5308,South Australia,Remote
Mantung,5308,MANTUNG 5308,South Australia,Remote
Mercunda,5308,MERCUNDA 5308,South Australia,Remote
Perponda,5308,PERPONDA 5308,South Australia,Remote
Borrika,5309,BORRIKA 5309,South Australia,Remote
Halidon,5309,HALIDON 5309,South Australia,Remote
Mindarie,5309,MINDARIE 5309,South Australia,Remote
Sandalwood,5309,SANDALWOOD 5309,South Australia,Remote
Caliph,5310,CALIPH 5310,South Australia,Remote
Wanbi,5310,WANBI 5310,South Australia,Remote
Alawoona,5311,ALAWOONA 5311,South Australia,Remote
Billiatt,5311,BILLIATT 5311,South Australia,Remote
Bugle Hut,5311,BUGLE HUT 5311,South Australia,Remote
Maggea,5311,MAGGEA 5311,South Australia,Remote
Malpas,5311,MALPAS 5311,South Australia,Remote
Meribah,5311,MERIBAH 5311,South Australia,Remote
Paruna,5311,PARUNA 5311,South Australia,Remote
Schell Well,5311,SCHELL WELL 5311,South Australia,Remote
Taldra,5311,TALDRA 5311,South Australia,Remote
Taplan,5311,TAPLAN 5311,South Australia,Remote
Veitch,5311,VEITCH 5311,South Australia,Remote
Woodleigh,5311,WOODLEIGH 5311,South Australia,Remote
Wunkar,5311,WUNKAR 5311,South Australia,Remote
Veitch,5312,VEITCH 5312,South Australia,Remote
Beatty,5320,BEATTY 5320,South Australia,Remote
Beaumonts,5320,BEAUMONTS 5320,South Australia,Remote
Brenda Park,5320,BRENDA PARK 5320,South Australia,Remote
Bundey,5320,BUNDEY 5320,South Australia,Remote
Eba,5320,EBA 5320,South Australia,Remote
Lindley,5320,LINDLEY 5320,South Australia,Remote
Maude,5320,MAUDE 5320,South Australia,Remote
Morgan,5320,MORGAN 5320,South Australia,Remote
Morphetts Flat,5320,MORPHETTS FLAT 5320,South Australia,Remote
Murbko,5320,MURBKO 5320,South Australia,Remote
North West Bend,5320,NORTH WEST BEND 5320,South Australia,Remote
Stuart,5320,STUART 5320,South Australia,Remote
Wombats Rest,5320,WOMBATS REST 5320,South Australia,Remote
Cadell,5321,CADELL 5321,South Australia,Remote
Cadell Lagoon,5321,CADELL LAGOON 5321,South Australia,Remote
Golden Heights,5322,GOLDEN HEIGHTS 5322,South Australia,Remote
Qualco,5322,QUALCO 5322,South Australia,Remote
Ramco,5322,RAMCO 5322,South Australia,Remote
Ramco Heights,5322,RAMCO HEIGHTS 5322,South Australia,Remote
Sunlands,5322,SUNLANDS 5322,South Australia,Remote
Boolgun,5330,BOOLGUN 5330,South Australia,Remote
Devlins Pound,5330,DEVLINS POUND 5330,South Australia,Remote
Good Hope Landing,5330,GOOD HOPE LANDING 5330,South Australia,Remote
Holder,5330,HOLDER 5330,South Australia,Remote
Holder Siding,5330,HOLDER SIDING 5330,South Australia,Remote
Kanni,5330,KANNI 5330,South Australia,Remote
Lowbank,5330,LOWBANK 5330,South Australia,Remote
Markaranka,5330,MARKARANKA 5330,South Australia,Remote
Overland Corner,5330,OVERLAND CORNER 5330,South Australia,Remote
Pooginook,5330,POOGINOOK 5330,South Australia,Remote
Stockyard Plain,5330,STOCKYARD PLAIN 5330,South Australia,Remote
Taylorville,5330,TAYLORVILLE 5330,South Australia,Remote
Waikerie,5330,WAIKERIE 5330,South Australia,Remote
Wigley Flat,5330,WIGLEY FLAT 5330,South Australia,Remote
Woolpunda,5330,WOOLPUNDA 5330,South Australia,Remote
Kingston On Murray,5331,KINGSTON ON MURRAY 5331,South Australia,Remote
Moorook,5332,MOOROOK 5332,South Australia,Remote
Moorook South,5332,MOOROOK SOUTH 5332,South Australia,Remote
Wappilka,5332,WAPPILKA 5332,South Australia,Remote
Yinkanie,5332,YINKANIE 5332,South Australia,Remote
Bookpurnong,5333,BOOKPURNONG 5333,South Australia,Remote
Loxton,5333,LOXTON 5333,South Australia,Remote
Loxton North,5333,LOXTON NORTH 5333,South Australia,Remote
New Residence,5333,NEW RESIDENCE 5333,South Australia,Remote
Pata,5333,PATA 5333,South Australia,Remote
Pyap,5333,PYAP 5333,South Australia,Remote
Pyap West,5333,PYAP WEST 5333,South Australia,Remote
Taplan,5333,TAPLAN 5333,South Australia,Remote
Mundic Creek,5340,MUNDIC CREEK 5340,South Australia,Remote
Murtho,5340,MURTHO 5340,South Australia,Remote
Paringa,5340,PARINGA 5340,South Australia,Remote
Pike River,5340,PIKE RIVER 5340,South Australia,Remote
Wonuarra,5340,WONUARRA 5340,South Australia,Remote
Yamba,5340,YAMBA 5340,South Australia,Remote
Chaffey,5341,CHAFFEY 5341,South Australia,Remote
Cooltong,5341,COOLTONG 5341,South Australia,Remote
Crescent,5341,CRESCENT 5341,South Australia,Remote
Old Calperum,5341,OLD CALPERUM 5341,South Australia,Remote
Renmark,5341,RENMARK 5341,South Australia,Remote
Renmark North,5341,RENMARK NORTH 5341,South Australia,Remote
Renmark South,5341,RENMARK SOUTH 5341,South Australia,Remote
Renmark West,5341,RENMARK WEST 5341,South Australia,Remote
Monash,5342,MONASH 5342,South Australia,Remote
Berri,5343,BERRI 5343,South Australia,Remote
Gerard,5343,GERARD 5343,South Australia,Remote
Gurra Gurra,5343,GURRA GURRA 5343,South Australia,Remote
Katarapko,5343,KATARAPKO 5343,South Australia,Remote
Lyrup,5343,LYRUP 5343,South Australia,Remote
Winkie,5343,WINKIE 5343,South Australia,Remote
Glossop,5344,GLOSSOP 5344,South Australia,Remote
Barmera,5345,BARMERA 5345,South Australia,Remote
Loveday,5345,LOVEDAY 5345,South Australia,Remote
Spectacle Lake,5345,SPECTACLE LAKE 5345,South Australia,Remote
Cobdogla,5346,COBDOGLA 5346,South Australia,Remote
Barossa Goldfields,5351,BAROSSA GOLDFIELDS 5351,South Australia,Remote
Mount Crawford,5351,MOUNT CRAWFORD 5351,South Australia,Remote
Pewsey Vale,5351,PEWSEY VALE 5351,South Australia,Remote
Black Hill,5353,BLACK HILL 5353,South Australia,Remote
Cambrai,5353,CAMBRAI 5353,South Australia,Remote
Keyneton,5353,KEYNETON 5353,South Australia,Remote
Kongolia,5353,KONGOLIA 5353,South Australia,Remote
Langs Landing,5353,LANGS LANDING 5353,South Australia,Remote
Marks Landing,5353,MARKS LANDING 5353,South Australia,Remote
Moculta,5353,MOCULTA 5353,South Australia,Remote
Mount Mckenzie,5353,MOUNT MCKENZIE 5353,South Australia,Remote
Penrice,5353,PENRICE 5353,South Australia,Remote
Punyelroo,5353,PUNYELROO 5353,South Australia,Remote
Sedan,5353,SEDAN 5353,South Australia,Remote
Sunnydale,5353,SUNNYDALE 5353,South Australia,Remote
Towitta,5353,TOWITTA 5353,South Australia,Remote
Bakara,5354,BAKARA 5354,South Australia,Remote
Bakara Well,5354,BAKARA WELL 5354,South Australia,Remote
Fisher,5354,FISHER 5354,South Australia,Remote
Naidia,5354,NAIDIA 5354,South Australia,Remote
Swan Reach,5354,SWAN REACH 5354,South Australia,Remote
Daveyston,5355,DAVEYSTON 5355,South Australia,Remote
Ebenezer,5355,EBENEZER 5355,South Australia,Remote
Light Pass,5355,LIGHT PASS 5355,South Australia,Remote
Moppa,5355,MOPPA 5355,South Australia,Remote
Annadale,5356,ANNADALE 5356,South Australia,Remote
Dutton,5356,DUTTON 5356,South Australia,Remote
Dutton East,5356,DUTTON EAST 5356,South Australia,Remote
Sandleton,5356,SANDLETON 5356,South Australia,Remote
Steinfeld,5356,STEINFELD 5356,South Australia,Remote
St Kitts,5356,ST KITTS 5356,South Australia,Remote
Truro,5356,TRURO 5356,South Australia,Remote
Blanchetown,5357,BLANCHETOWN 5357,South Australia,Remote
Mcbean Pound,5357,MCBEAN POUND 5357,South Australia,Remote
New Well,5357,NEW WELL 5357,South Australia,Remote
Notts Well,5357,NOTTS WELL 5357,South Australia,Remote
Paisley,5357,PAISLEY 5357,South Australia,Remote
Nain,5360,NAIN 5360,South Australia,Remote
Morn Hill,5371,MORN HILL 5371,South Australia,Remote
Templers,5371,TEMPLERS 5371,South Australia,Remote
Freeling,5372,FREELING 5372,South Australia,Remote
Allendale North,5373,ALLENDALE NORTH 5373,South Australia,Remote
Bagot Well,5373,BAGOT WELL 5373,South Australia,Remote
Bethel,5373,BETHEL 5373,South Australia,Remote
Fords,5373,FORDS 5373,South Australia,Remote
Hamilton,5373,HAMILTON 5373,South Australia,Remote
Kapunda,5373,KAPUNDA 5373,South Australia,Remote
Koonunga,5373,KOONUNGA 5373,South Australia,Remote
St Johns,5373,ST JOHNS 5373,South Australia,Remote
Australia Plains,5374,AUSTRALIA PLAINS 5374,South Australia,Remote
Bower,5374,BOWER 5374,South Australia,Remote
Brownlow,5374,BROWNLOW 5374,South Australia,Remote
Buchanan,5374,BUCHANAN 5374,South Australia,Remote
Eudunda,5374,EUDUNDA 5374,South Australia,Remote
Frankton,5374,FRANKTON 5374,South Australia,Remote
Hampden,5374,HAMPDEN 5374,South Australia,Remote
Hansborough,5374,HANSBOROUGH 5374,South Australia,Remote
Julia,5374,JULIA 5374,South Australia,Remote
Mount Mary,5374,MOUNT MARY 5374,South Australia,Remote
Neales Flat,5374,NEALES FLAT 5374,South Australia,Remote
Ngapala,5374,NGAPALA 5374,South Australia,Remote
Peep Hill,5374,PEEP HILL 5374,South Australia,Remote
Point Pass,5374,POINT PASS 5374,South Australia,Remote
Sutherlands,5374,SUTHERLANDS 5374,South Australia,Remote
Brady Creek,5381,BRADY CREEK 5381,South Australia,Remote
Bright,5381,BRIGHT 5381,South Australia,Remote
Emu Downs,5381,EMU DOWNS 5381,South Australia,Remote
Geranium Plains,5381,GERANIUM PLAINS 5381,South Australia,Remote
Hallelujah Hills,5381,HALLELUJAH HILLS 5381,South Australia,Remote
Robertstown,5381,ROBERTSTOWN 5381,South Australia,Remote
Rocky Plain,5381,ROCKY PLAIN 5381,South Australia,Remote
Worlds End,5381,WORLDS END 5381,South Australia,Remote
Magdala,5400,MAGDALA 5400,South Australia,Remote
Pinkerton Plains,5400,PINKERTON PLAINS 5400,South Australia,Remote
Wasleys,5400,WASLEYS 5400,South Australia,Remote
Woolsheds,5400,WOOLSHEDS 5400,South Australia,Remote
Alma,5401,ALMA 5401,South Australia,Remote
Hamley Bridge,5401,HAMLEY BRIDGE 5401,South Australia,Remote
Salter Springs,5401,SALTER SPRINGS 5401,South Australia,Remote
Linwood,5410,LINWOOD 5410,South Australia,Remote
Stockport,5410,STOCKPORT 5410,South Australia,Remote
Giles Corner,5411,GILES CORNER 5411,South Australia,Remote
Tarlee,5411,TARLEE 5411,South Australia,Remote
Navan,5412,NAVAN 5412,South Australia,Remote
Rhynie,5412,RHYNIE 5412,South Australia,Remote
Riverton,5412,RIVERTON 5412,South Australia,Remote
Woolshed Flat,5412,WOOLSHED FLAT 5412,South Australia,Remote
Apoinga,5413,APOINGA 5413,South Australia,Remote
Black Springs,5413,BLACK SPRINGS 5413,South Australia,Remote
Marrabel,5413,MARRABEL 5413,South Australia,Remote
Saddleworth,5413,SADDLEWORTH 5413,South Australia,Remote
Steelton,5413,STEELTON 5413,South Australia,Remote
Tarnma,5413,TARNMA 5413,South Australia,Remote
Tothill Belt,5413,TOTHILL BELT 5413,South Australia,Remote
Tothill Creek,5413,TOTHILL CREEK 5413,South Australia,Remote
Waterloo,5413,WATERLOO 5413,South Australia,Remote
Manoora,5414,MANOORA 5414,South Australia,Remote
Mintaro,5415,MINTARO 5415,South Australia,Remote
Stanley,5415,STANLEY 5415,South Australia,Remote
Farrell Flat,5416,FARRELL FLAT 5416,South Australia,Remote
Porter Lagoon,5416,PORTER LAGOON 5416,South Australia,Remote
Baldina,5417,BALDINA 5417,South Australia,Remote
Booborowie,5417,BOOBOROWIE 5417,South Australia,Remote
Burra,5417,BURRA 5417,South Australia,Remote
Burra Eastern Districts,5417,BURRA EASTERN DISTRICTS 5417,South Australia,Remote
Gum Creek,5417,GUM CREEK 5417,South Australia,Remote
Hanson,5417,HANSON 5417,South Australia,Remote
Koonoona,5417,KOONOONA 5417,South Australia,Remote
Leighton,5417,LEIGHTON 5417,South Australia,Remote
Mongolata,5417,MONGOLATA 5417,South Australia,Remote
North Booborowie,5417,NORTH BOOBOROWIE 5417,South Australia,Remote
Collinsville,5418,COLLINSVILLE 5418,South Australia,Remote
Mount Bryan,5418,MOUNT BRYAN 5418,South Australia,Remote
Canowie,5419,CANOWIE 5419,South Australia,Remote
Hallett,5419,HALLETT 5419,South Australia,Remote
Mount Bryan East,5419,MOUNT BRYAN EAST 5419,South Australia,Remote
Pine Creek,5419,PINE CREEK 5419,South Australia,Remote
Ulooloo,5419,ULOOLOO 5419,South Australia,Remote
Willalo,5419,WILLALO 5419,South Australia,Remote
Wonna,5419,WONNA 5419,South Australia,Remote
Canowie Belt,5420,CANOWIE BELT 5420,South Australia,Remote
Whyte Yarcowie,5420,WHYTE YARCOWIE 5420,South Australia,Remote
Franklyn,5421,FRANKLYN 5421,South Australia,Remote
Terowie,5421,TEROWIE 5421,South Australia,Remote
Cavenagh,5422,CAVENAGH 5422,South Australia,Remote
Dawson,5422,DAWSON 5422,South Australia,Remote
Erskine,5422,ERSKINE 5422,South Australia,Remote
Hardy,5422,HARDY 5422,South Australia,Remote
Mannanarie,5422,MANNANARIE 5422,South Australia,Remote
Minvalara,5422,MINVALARA 5422,South Australia,Remote
Oodla Wirra,5422,OODLA WIRRA 5422,South Australia,Remote
Paratoo,5422,PARATOO 5422,South Australia,Remote
Parnaroo,5422,PARNAROO 5422,South Australia,Remote
Peterborough,5422,PETERBOROUGH 5422,South Australia,Remote
Sunnybrae,5422,SUNNYBRAE 5422,South Australia,Remote
Ucolta,5422,UCOLTA 5422,South Australia,Remote
Yatina,5422,YATINA 5422,South Australia,Remote
Amyton,5431,AMYTON 5431,South Australia,Remote
Black Rock,5431,BLACK ROCK 5431,South Australia,Remote
Coomooroo,5431,COOMOOROO 5431,South Australia,Remote
Eurelia,5431,EURELIA 5431,South Australia,Remote
Hammond,5431,HAMMOND 5431,South Australia,Remote
Johnburgh,5431,JOHNBURGH 5431,South Australia,Remote
Minburra,5431,MINBURRA 5431,South Australia,Remote
Morchard,5431,MORCHARD 5431,South Australia,Remote
Orroroo,5431,ORROROO 5431,South Australia,Remote
Pekina,5431,PEKINA 5431,South Australia,Remote
Tarcowie,5431,TARCOWIE 5431,South Australia,Remote
Walloway,5431,WALLOWAY 5431,South Australia,Remote
Willowie,5431,WILLOWIE 5431,South Australia,Remote
Yalpara,5431,YALPARA 5431,South Australia,Remote
Belton,5432,BELTON 5432,South Australia,Remote
Carrieton,5432,CARRIETON 5432,South Australia,Remote
Cradock,5432,CRADOCK 5432,South Australia,Remote
Moockra,5432,MOOCKRA 5432,South Australia,Remote
Yanyarrie,5432,YANYARRIE 5432,South Australia,Remote
Bruce,5433,BRUCE 5433,South Australia,Remote
Quorn,5433,QUORN 5433,South Australia,Remote
Saltia,5433,SALTIA 5433,South Australia,Remote
Stephenston,5433,STEPHENSTON 5433,South Australia,Remote
Willochra,5433,WILLOCHRA 5433,South Australia,Remote
Yarrah,5433,YARRAH 5433,South Australia,Remote
Barndioota,5434,BARNDIOOTA 5434,South Australia,Remote
Hawker,5434,HAWKER 5434,South Australia,Remote
Kanyaka,5434,KANYAKA 5434,South Australia,Remote
Cockburn,5440,COCKBURN 5440,South Australia,Remote
Manna Hill,5440,MANNA HILL 5440,South Australia,Remote
Mingary,5440,MINGARY 5440,South Australia,Remote
Nackara,5440,NACKARA 5440,South Australia,Remote
Olary,5440,OLARY 5440,South Australia,Remote
Waukaringa,5440,WAUKARINGA 5440,South Australia,Remote
Yunta,5440,YUNTA 5440,South Australia,Remote
Auburn,5451,AUBURN 5451,South Australia,Remote
Undalya,5451,UNDALYA 5451,South Australia,Remote
Leasingham,5452,LEASINGHAM 5452,South Australia,Remote
Watervale,5452,WATERVALE 5452,South Australia,Remote
Armagh,5453,ARMAGH 5453,South Australia,Remote
Barinia,5453,BARINIA 5453,South Australia,Remote
Benbournie,5453,BENBOURNIE 5453,South Australia,Remote
Boconnoc Park,5453,BOCONNOC PARK 5453,South Australia,Remote
Clare,5453,CLARE 5453,South Australia,Remote
Emu Flat,5453,EMU FLAT 5453,South Australia,Remote
Gillentown,5453,GILLENTOWN 5453,South Australia,Remote
Hill River,5453,HILL RIVER 5453,South Australia,Remote
Hoyleton,5453,HOYLETON 5453,South Australia,Remote
Kybunga,5453,KYBUNGA 5453,South Australia,Remote
Penwortham,5453,PENWORTHAM 5453,South Australia,Remote
Polish Hill River,5453,POLISH HILL RIVER 5453,South Australia,Remote
Sevenhill,5453,SEVENHILL 5453,South Australia,Remote
Spring Farm,5453,SPRING FARM 5453,South Australia,Remote
Spring Gully,5453,SPRING GULLY 5453,South Australia,Remote
Stanley Flat,5453,STANLEY FLAT 5453,South Australia,Remote
Andrews,5454,ANDREWS 5454,South Australia,Remote
Broughton River Valley,5454,BROUGHTON RIVER VALLEY 5454,South Australia,Remote
Euromina,5454,EUROMINA 5454,South Australia,Remote
Hacklins Corner,5454,HACKLINS CORNER 5454,South Australia,Remote
Mayfield,5454,MAYFIELD 5454,South Australia,Remote
Spalding,5454,SPALDING 5454,South Australia,Remote
Washpool,5454,WASHPOOL 5454,South Australia,Remote
Hilltown,5455,HILLTOWN 5455,South Australia,Remote
Barabba,5460,BARABBA 5460,South Australia,Remote
Owen,5460,OWEN 5460,South Australia,Remote
Pinery,5460,PINERY 5460,South Australia,Remote
Stockyard Creek,5460,STOCKYARD CREEK 5460,South Australia,Remote
Balaklava,5461,BALAKLAVA 5461,South Australia,Remote
Bowillia,5461,BOWILLIA 5461,South Australia,Remote
Dalkey,5461,DALKEY 5461,South Australia,Remote
Erith,5461,ERITH 5461,South Australia,Remote
Everard Central,5461,EVERARD CENTRAL 5461,South Australia,Remote
Goyder,5461,GOYDER 5461,South Australia,Remote
Halbury,5461,HALBURY 5461,South Australia,Remote
Hoskin Corner,5461,HOSKIN CORNER 5461,South Australia,Remote
Mount Templeton,5461,MOUNT TEMPLETON 5461,South Australia,Remote
